country,latitude,longitude,name,room_types,booked,rating,nights,review,traveler_type,reviewed,review_title
 Bahrain,26.0667,50.5577,Gagan,Two-Bedroom Villa with Garden View ,2022-11,10.0,2,"The property is situated at an excellent location surrounded by many restaurants, super markets , medical stores banks .. The staff selection of the property is excellent the property is kept very clean . The owners make sure to interact with all the visitors and take feedback . They give u the personal touch which is rare at five star properties .",Family,2022-11-20,we had taken a garden facing villa it was beautifully furnished had everything inside for a comfortable stay with balcon
 India,20.5937,78.9629,Geetha,Junior Suite with King Bed ,2022-11,9.0,3,"property is in good location , beautiful and clean , there hospitality is really good … management is really doing a good job ..",Couple,2022-11-14,over all property and staffs are really good
 India,20.5937,78.9629,Satishkumar,Junior Suite with King Bed ,2022-11,9.0,4,"We (Me , my wife and my 10 yr old daughter) stayed at this place for 4 days. Everything was outstanding from the word go. The check in was smooth. The room was clean and had ample space. The staff was very courteous. The owner Mr Shelley Gonsalves & his son along with the director Mr Sanjay Candolkar & the Executive Chef made it a point to visit us at breakfast table every morning to enquire about our comfort during the stay. Its really a sweet gesture on their part to chat with the guests for couple of minutes. They also kept a yummy cake in our room for my daughter as a surprise compliment. Very sweet gesture. All the staff were very courteous and helpful. The front desk staff too was excellent. The checkout process was also very smooth. Special thanks to Ms Deshmai who without fail would serve my wife’s favorite croissant everyday. My daughter was also impressed with her and has prepared a card for her.  Thanks to the entire team of Seashells for the wonderful hospitality and making our stay comfortable.",Family,2022-11-11,Superb
 India,20.5937,78.9629,Ashish,Junior Suite with King Bed ,2022-11,10.0,4,Mr Shelley Gonsalves (the owner) & his son along with Sanjay Candolkar & Executive Chef Nitin visited us every morning at our breakfast table time to time and asked if we were happy with the breakfast or we need anything customized (without any extra charge and with a pleasant smile). I have been travelling all over the world but have never seen such hospitable people in my entire life. Hats off to them. The Operations Manager Gautam Katkar was on his toes arranging everything we wanted from a cab to other extra amenities in the room / hotel. It was such a wonderful experience,Couple,2022-11-10,WOW.....WOW AND JUST WOWWWWWWWWWW
 India,20.5937,78.9629,Bagpacking,Junior Suite with Twin Bed ,2022-10,9.0,3,"Staff
Location
Food
WiFi
Hospitality",Family,2022-11-04,Perfect
 India,20.5937,78.9629,Chandrika,Junior Suite with King Bed ,2022-11,10.0,3,"the owner’s gesture to treat travellers are family and give them
warm stay with many compliments such as cake(which was yummy) and complimentary breakfast. it’s awesome place to stay",Solo traveller,2022-11-04,awesome place for the stay
 India,20.5937,78.9629,Alishan,Junior Suite with King Bed ,2022-10,10.0,3,Good place to stay brilliant staff great location very clean rooms parking available,Family,2022-11-02,Exceptional
 India,20.5937,78.9629,Ashish,Three-Bedroom Villa ,2022-10,10.0,2,Excellent location and well maintained property.,Family,2022-10-28,Exceptional
 United Kingdom,55.3781,-3.436,Jeetender,Junior Suite with Twin Bed ,2022-10,10.0,3,"The place and room was immaculate, everyone was really friendly, and the manager and the owner are great people to meet at Breakfast. The air con was excellent",Family,2022-10-26,Exceptional
 India,20.5937,78.9629,Anil,Junior Suite with Twin Bed ,2022-10,10.0,4,"Awesome place, Amazing service and excellent experience...!",Family,2022-10-26,Exceptional
 India,20.5937,78.9629,Rishipal,Junior Suite with King Bed ,2022-10,9.0,3,"Excellent location. Great hospitality, the staff looked so happy and had this great happy, smiles always on their faces. great place and will come back.",Couple,2022-10-26,Superb
 United Arab Emirates,23.4241,53.8478,Blossom,Junior Suite with King Bed ,2022-10,10.0,5,"Everything was to very high standard. The staff were outstanding. Food was also good.
Can't complain about anything just praises. Our waiting staff at breakfast Sandesh was excellent and very attentive.
Even the Chef, one of the Directors & the owner made a point to come say hello & check if we were ok.
Will stay there again for sure.",Couple,2022-10-16,Exceptional
 Switzerland,46.8182,8.2275,Sridhar,Junior Suite with King Bed ,2022-10,10.0,4,Accesibility,Family,2022-10-14,"To start with a warm welcome from Anjana and helping us to understand about the property, guiding and helping us to plan"
 India,20.5937,78.9629,Sagar,Junior Suite with King Bed ,2022-10,9.0,3,"Service levels are exceptional.
Extremely good experience. Will definitely visit again.",Group,2022-10-10,Outstanding service
 India,20.5937,78.9629,Vijaya,Junior Suite with King Bed ,2022-08,10.0,2,Spacious and good service,Group,2022-10-09,Lovely experience
 United Kingdom,55.3781,-3.436,Dharminder,Junior Suite with King Bed ,2022-10,10.0,3,"The owner of the hotel, comes  every morning to talk to the guests, which is very nice, hotel standards are very high, location very near beach and shops",Couple,2022-10-06,Amazing Owner of hotel 🙏🏾
 India,20.5937,78.9629,Neha,Junior Suite with King Bed ,2022-10,10.0,4,"Location, cleanliness and staff.",Family,2022-10-06,hotel staff including the owner of the property are exceptional in terms of hospitality.
 India,20.5937,78.9629,Ajith,Junior Suite with King Bed ,2022-10,9.0,4,"Hospitality at its best , from Doorman to front desk to room service to restaurant team & finally Owner himself is present every day & every moment to look after the costumer’s stay is at its best. I have travelled a lot across geographies & stayed in various properties but this one is up there ….. would Strongly RECOMMEND to stay .",Family,2022-10-02,Fantabulous 🙂
 Australia,-25.2744,133.7751,Dasti,Junior Suite with King Bed ,2022-09,10.0,3,The Staff are efficient and very welcoming. Owner is involved and meets guests and ensures their needs are taken care off. Staff are very supportive to ensure you and your friends have a great time. Service standards are great.,Group,2022-09-24,Exceptional
 India,20.5937,78.9629,Nitesh,Junior Suite with Twin Bed ,2022-09,10.0,2,Everything,Family,2022-09-20,Exceptional
 India,20.5937,78.9629,Vikram,Junior Suite with Twin Bed ,2022-09,10.0,3,The TV was not functional . Most of the news channels were out of service. Even movie channels were not functioning well . The phone in my room also had a problem the first day but it was looked into .would like the property to have smoking rooms as well .,Group,2022-09-20,Excellent
 India,20.5937,78.9629,Anupama,Junior Suite with King Bed ,2022-09,10.0,3,Service. Super simply outstanding.,Solo traveller,2022-09-19,Most comfortable stay I have had in Goa so far. Excellent service.
 India,20.5937,78.9629,Janet,Junior Suite with King Bed ,2022-09,10.0,3,"Very personalised and outstanding service. Even the owner and his son make it a point to meet and greet you at breakfast. One of the most polite staff (mostly from North East) and probably the best services I have experienced. And I have travelled quite a bit of the world. 
The pool was wonderful, the ambience homely yet professional, and a good location beside a departmental store called Newton where you can pick up local alcohol, bebinca and other Goan memorabilia. The beach is also about 7-8 mins walk. Don’t expect all 5 star facilities like spa, but it has everything that you need - large and comfy rooms with great food and exceptional service.",Group,2022-09-19,Outstanding service and very clean comfy hotel.
 Greece,39.0742,21.8243,Vasilis,Junior Suite with King Bed ,2022-09,10.0,5,"The hotel is an authentic 5star resort . Everything is new and well maintained. The size of the room is huge and the cleaning staff inside and outside are doing a great job . location is ideal , near to the beach and to many shops",Couple,2022-09-17,worth the visit
 India,20.5937,78.9629,Gunasekarb,Junior Suite with King Bed ,2022-09,10.0,2,"Room cleanliness, Staff hospitality. Overall very good.",Couple,2022-09-12,Exceptional
 India,20.5937,78.9629,Neville,Junior Suite with King Bed ,2022-09,10.0,4,"Mr. Gonsalves and staff were the best , 5 star service & a well kept beautiful Property ……. 
keep up the good work ….",Couple,2022-09-11,excellent & worth the money ……
 Australia,-25.2744,133.7751,Yul,Junior Suite with Twin Bed ,2022-09,10.0,3,Superb resort with the most friendly staff who took care of us every step of the way. The room we stayed in was the junior suite and the room was so spacious and comfortable for me and my parents.,Family,2022-09-06,"Amazing property, Amazing staff, and great value for money."
 Portugal,39.3999,-8.2245,Pedro,Junior Suite with King Bed ,2022-08,10.0,5,"Room is huge and comfortable. Also, the cleaning is flawless (shoutout to Subit!!)
Breakfast was great
5 minute walk from Candolim beach
The staff is just amazing. From Subit cleaning the room, to the reception staff, F&B and the owners. The whole team just makes you feel at home!
If I ever get back to Goa, I will definitely stay there again!",Group,2022-09-04,Don't hesitate! Book it!
 India,20.5937,78.9629,Deepa,Junior Suite with King Bed ,2022-08,10.0,2,Everything is is excellent,Couple,2022-08-29,Plz stay this property
 Russia,61.524,105.3188,Ar10tt,Two-Bedroom Villa with Garden View ,2022-08,10.0,3,Kitchen is very nice,Family,2022-08-23,Exceptional
 India,20.5937,78.9629,Rohit,Junior Suite with King Bed ,2022-08,10.0,3,"Crisp, clean, courteous staff, good food and great location",Family,2022-08-19,HOSPITALITY! HOSPITALITY! HOSPITALITY!   That’s my summary for Seashell Suites and Villas  After staying at renown hotel
 India,20.5937,78.9629,Karan,Three-Bedroom Villa ,2022-08,10.0,3,the villas are worth it. the property is well maintained and in top notch condition.,Family,2022-08-16,amazing service amazing rooms and the staff made the stay memorable
 United Kingdom,55.3781,-3.436,Arun,Three-Bedroom Villa ,2022-08,10.0,2,"Our stay at Seashell was exceptional. The property is centrally located for North Goa and only a short walking distance from the beach. 

The staff are simply amazing and cannot do enough to please the guests. The reception team staff Anjana, Feona who were ably led by Gautam were very welcoming with a cheerful smile. 

The Villa was of an excellent standard, very clean, well maintained, spacious. credit must go to Bimanshu, Monty, R Singh and team who were so thoughtful that they even lit mosquito repellent coils in the balcony every evening.

The breakfast and room service food provided by Chef Nitin and team was delicious. The owner of the Establishment, his Son and the Director of the Seashell suites who were part of the management team took the time to speak to each of the guests and find out what we felt and if there was anything they could do to make our stay better. 

Overall this entire experience provided by Seashell suites team made this most memorable holiday we have had. Thank you Seashell Suites.",Family,2022-08-08,Fabulous and Memorable Holiday
