name,country,room_types,booked,rating,nights,like_review,traveler_type,reviewed,review_title,longitude,latiude
Anup,India,Deluxe Room Sea View - Twin Bed,2021-10-01,10,3,"Everything
The location the view the food the service 10 on 10",Family,2021-10-27,Best stay,78.9629,20.5937
Nadir,India,Superior Room Garden View with Sitout - Twin Bed,2021-10-01,10,4,"Property, staff, breakfast spread",Family,2021-10-24,Exceptional,78.9629,20.5937
Abbi-alicia,United Kingdom,Superior Room Garden View with Sitout - King Bed,2021-10-01,10,1,"Staff were amazing, couldn't do enough for you. Vincent in the resturant was an aboslute dream, he was so lovely an absolute asset to the Resort! We only stayed for one night and really wanted to stay longer but due to work commitments had to go. On arrival a lovely floral cold drink, seranaded by guitar, reception staff were very accomodating, views from the reception were amazing! Pool was clean and well maintained, room was upgraded to a cottage, absolutely beautiful. View was insane from the cottage too, was calm and quiet. Food was soooooo delicious, staff once again were very good. I'm allergic to coconut, and they were very clear on what had it in and what didn't.",Group,2021-10-24,"Luxurious, Quiet and Friendly - a stay for you to escape the real world.",-0.1276,55.3781
Pankaj,India,Superior Room Garden View with Sitout - King Bed,2021-10-01,10,5,everything was good.,Family,2021-10-21,Exceptional,78.9629,20.5937
Amarnath,India,Deluxe Room Sea View with Sitout - King Bed,2021-10-01,10,3,"location, hospitality, facilities, services, food..",Family,2021-10-21,it was a great experience staying over here. enjoyed every minute. A full thumbs to all the staff and would like mention,78.9629,20.5937
Lal,India,Superior Room Garden View with Sitout - King Bed,2021-10-01,10,3,"The entire staff had a single view of our stay & our issues and hence provided exemplary service. The staff provided the  medical support when  my spouse met with an accident at the beach through a strong wave.  paramedics came rishing to provide support and the hotel staff selected the hospital, took us there and were present with us through the entire process of treatment. At times i felt they served us more than a family member  would have helped us this critical moment. Despite the injury, the staff went our of the way to make  us stay enjoyable. ). They provided us the individualized and personalized support during the stay and we felt as if  they are only serving us and none else in fully packed hotel. Hats off to the Team of Fort Aguada  lead by the hotel Manager Mr. Abdul.(I may have misspelt his name) who lived the ""Tata Group""  vision in letter and spirit",Family,2021-10-19,wonderful stay. I would like to stay there again and again,78.9629,20.5937
Travellens,India,Deluxe Room Sea View with Sitout - Twin Bed,2021-07-01,10,2,I stayed at this property with my parents. This was my second stay at this property and it met all my expectations. The rooms are fantastic - especially the ones with a sit-out area. Hotel's staff is great.,Family,2021-10-18,The view is to die for!,78.9629,20.5937
Dibyendu,India,Deluxe Room Sea View with Sitout - King Bed,2021-10-01,10,4,"staff, food and excellent location",Family,2021-10-16,break with Family,78.9629,20.5937
Soumitra,India,Superior Room Garden View with Sitout - King Bed,2021-10-01,10,4,"I had an amazing time at the hotel. The property is extremely beautiful and very well maintained, the rooms are well appointed. The staff are very attentive and courteous and always try to go out of their way to please guests. The buffet breakfast had a great spread everyday. The in-house restaurants all serve amazing food. One of the best things is free and full access to the adjacent Taj Holiday Village.",Family,2021-10-13,Exceptional,78.9629,20.5937
Aditya,India,Aguada Cottage Garden View - King Bed,2021-09-01,9,2,"The resort is built on the lower side of the Fort Aguada. The breakfast and the service in general was very good. The property is huge and you can use the in-house car pick up to come to the lobby, or go to the nearby Taj Village. One of the best features was that they have a sister property ""Taj Holiday Village"" that is ~400 metres away, and they have cabs to take you there. You can enjoy the facilities of both the resorts. Chilling in the swimming pool (and getting drinks served there) was so much fun.

Taj Aguada is built on a hilly area of sorts, and you have a great view from the top most level. There are peacocks roaming around in the property, which is of course, great. You can go to the Fort area (just 50 metres outside the walls) and enjoy the view of the sea, it feels magical at night in moonlight!

The best thing about Taj Aguada is the service across the board - be it during meals, or when you are enjoying in the pool or in the evening when there are live shows. Totally worth paying that price to get here, and allow the Taj folks to pamper you. Loved the experience.",Couple,2021-10-12,Amazing get-away place; allow yourself to get pampered at Taj!,78.9629,20.5937
Tanya,United Kingdom,Aguada Cottage Garden View - Twin Bed,2021-09-01,9,5,Breakfast was great and the hotel's campus was so beautiful! Be sure to check out the sunset point. The staff were all so friendly and helpful all the time. They never forgot to say good morning or good evening and everyone went out of their way to make our stay comfortable. A special shout out to Vincent — he was so incredibly kind to my family every morning at breakfast and really went the extra mile to make sure we had a great experience.,Family,2021-09-29,"Amazing — if you're looking for luxury and top-tier customer service, this is the best choice.",-0.1276,55.3781
Sambit,India,Aguada Cottage Garden View - King Bed,2021-09-01,10,4,"The beachfront property is nestled on the slope of a hill, overlooking the Arabian sea. The Fort Aguada is located on the other side of the hill itself, and parts of the fort extend up to boundaries of the hotel. There can hardly be a better location in Goa to stay. Plus, add the exceptional guest services of Taj. It’s simply superb",Couple,2021-09-28,"Location, location & location",78.9629,20.5937
Manisha,India,Superior Room Garden View with Sitout - King Bed,2021-09-01,10,3,"Special compliments to the staff
Jessyl , Rucha , chef Aashutosh

Aman from house keeping and Anjali who was the duty manager at midnight of 21st sept. Was just phenomenal. She helped me get a feeding bottle for my howling baby when mine broke. Kudos for living up to taj standards",Family,2021-09-21,Everything was excellent,78.9629,20.5937
Dev,India,Aguada Cottage Sea View - Twin Bed,2021-08-01,8,6,Facilities are old and not maintained,Couple,2021-09-21,Very good,78.9629,20.5937
Arun,India,Deluxe Room Sea View with Sitout - King Bed,2021-09-01,10,4,"The hospitality of the staff was outstanding - whether this was at the Front Office or Housekeeping or at Kokum or SFX Bar. Particular mention must be made of Vincent and Roshan at the Kokum restaurant for their warm and outstanding service. Also Chandrakant, who came for our luggage while we were checking out. He gave us the most valuable tip on the route for our drive back to Pune.",Couple,2021-09-20,Unmatched warmth and luxury with a beautiful view of the sea.,78.9629,20.5937
Sajeev,India,Deluxe Room Sea View with Sitout - King Bed,2021-09-01,10,3,"Location, views and ambience",Couple,2021-09-20,Great location and services,78.9629,20.5937
Archana,India,Premium Suite Sea View with Terrace - King Bed,2021-09-01,9,3,"Superb Location
Courteous staff",Couple,2021-09-16,Very Good Property,78.9629,20.5937
Naveen,India,Aguada Cottage Garden View - King Bed,2021-09-01,10,1,This review has been hidden because it doesn't meet our guidelines.,Family,2021-09-16,Superb,78.9629,20.5937
Jatinder,India,Deluxe Room Sea View with Sitout - Twin Bed,2021-09-01,9,3,"Location , service, prices",Couple,2021-09-13,"Amazing stay. Loved our ocean view cottage, room was large, service very friendly and good.",78.9629,20.5937
Swati,India,Aguada Cottage Sea View - Twin Bed,2021-09-01,9,3,"Room, location, views views views",Group,2021-09-10,Very good,78.9629,20.5937
Chetan,India,Aguada Cottage Garden View - King Bed,2021-09-01,8,3,"House keeping.
Gardening staff.
Cabbie staff (inhouse vehicles)",Family,2021-09-07,Candolim Jewel,78.9629,20.5937
Prasanna,India,Deluxe Room Sea View - King Bed,2021-09-01,9,4,Location was awesome. Food and service was very nice. Staff was smiling courteous. Wil visit again,Couple,2021-09-05,Exceptional,78.9629,20.5937
Aparna,India,Aguada Cottage Sea View - King Bed,2021-09-01,10,3,Beach access and views,Family,2021-09-04,Exceptional,78.9629,20.5937
Prateek,India,Premium Suite Sea View with Terrace - King Bed,2021-08-01,10,5,Exceptional breakfast and staff courtesy.,Couple,2021-09-03,It was memorable,78.9629,20.5937
Nitin,India,Deluxe Room Sea View - Twin Bed,2021-09-01,10,4,Location,Solo traveller,2021-09-02,"Given it’s Taj , awesome staff, very good service. I stayed in the cottage sea view, beautifully maintained rooms; good",78.9629,20.5937
Manoshi,India,Aguada Cottage Sea View - King Bed,2021-09-01,9,5,"Spa ,staff ,food ,cottage sea view room, warmth and special treatment of their guests",Couple,2021-09-02,Awesome! Will love to visit again.,78.9629,20.5937
Deepak,India,Superior Room Garden View with Sitout - King Bed,2021-08-01,10,2,"We loved the property, location, food, amenities and hospitality. Mr. Vincent from the F&B took special care of us and deserves every bit of praise.",Couple,2021-09-01,Exceptional,78.9629,20.5937
Ajit,India,Superior Room Garden View with Sitout - King Bed,2021-08-01,10,3,"Beautiful location and very courteous staff. They made the kid feel special by dropping small cute surprises for him. Kids had amazing time in pool, and the pool staff was very very helpful and kind",Family,2021-08-31,Superb,78.9629,20.5937
Gaurav,Canada,Aguada Cottage Garden View - King Bed,2021-08-01,9,2,"It was big, expansive, had good views, good food, and not that crowded.",Group,2021-08-30,Exceptional,-106.3468,56.1304
Ankit,India,Aguada Cottage Sea View - King Bed,2021-08-01,10,1,The manager was an excellent guy and walked the extra mile to make our stay memorable,Family,2021-08-29,Stay at Taj Agoda,78.9629,20.5937
Vikrant,India,Deluxe Room Sea View - King Bed,2021-08-01,10,3,Ambiance and good staff,Family,2021-08-29,Exceptional,78.9629,20.5937
Tarun,India,Superior Room Garden View with Sitout - King Bed,2021-08-01,10,2,Everything,Family,2021-08-21,Completely guest oriented services,78.9629,20.5937
Live,India,Aguada Cottage Sea View - Twin Bed,2021-08-01,10,5,The spread out of the property,Family,2021-08-19,Absolutely amazing stay at Taj Aguada Fort,78.9629,20.5937
Sachin,India,Deluxe Room Sea View - King Bed,2021-08-01,10,4,"It is the most beautifully situated property and has a breathtaking view. Hospitality services are excellent along with really nice staff, special mention for Sanjeev life guard at the pool very pleasant and always ready to help. The pools and allover property is very beautiful and absolutely worth spending a good vacation at. The food is delicious with great breakfast choice and all over the best place to stay in Goa.",Couple,2021-08-13,Exceptional,78.9629,20.5937
Gaurav,India,Premium Suite Sea View with Terrace - King Bed,2021-08-01,10,5,Loved it,Couple,2021-08-12,Exceptional,78.9629,20.5937
Graceele,Qatar,Aguada Cottage Sea View - Twin Bed,2021-08-01,10,3,"Amazing courteous that treat you like royalty. From the bell boy to the receptionist to the Chef, everyone was attentive to me as an individual.",Group,2021-08-11,Very comfortable stay in a beautiful location,51.1839,25.3548
Aparajita,India,Aguada Cottage Sea View - Twin Bed,2021-08-01,9,3,"At check-in, I told the receptionist/manager at the counter about the confusing emails saying I hoped we would get the correct cottage we had booked for 3 people - and a while later, she came to us and said that she had given us an upgrade to a bigger villa because of the confusing emails, which was nice of them to do. The villa was lovely and very comfortable with private garden space, lovely seating, big comfortable beds, spacious rooms and bathroom with all amenities. It is quite far up on the hill and away from the sea, but the car shuttles are available on call and they come immediately. I was pleasantly surprised to see the property is planted with many native tree species apart from ornamentals. It is well-wooded. Saw many interesting birds including the Grey hornbill, Vigor's sunbird, lorikeets (vernal hanging parrots) and many others during our stay. Lots of butterflies too.
The location is great as it is with the Fort Aguada and cliffside path and the sea. Came to know towards the end of our stay that breakfast etc is also served at the Hermitage Lounge which is half way down the road track from the villas to the main lobby. Service by the staff at both places (Taj Fort Aguada and Taj Holiday village) was great, friendly and helpful, responsive.",Family,2021-08-11,It was fabulous!!,78.9629,20.5937
